,·최저기온 : -1.4℃·최고기온 : 7.8℃·일강수량 : 0mm·일적설량 : 0cm02/19 구름많음
,·최저기온 : 0.1℃·최고기온 : 4.4℃·일강수량 : 0mm·일적설량 : 0cm02/20 맑음
,·최저기온 : -2.5℃·최고기온 : 6.3℃·일강수량 : 0mm·일적설량 : 0cm02/21 구름조금
,·최저기온 : -4.2℃·최고기온 : 4.4℃·일강수량 : 0mm·일적설량 : 0cm02/22 흐림
,·최저기온 : -2.2℃·최고기온 : 4.2℃·일강수량 : 0mm·일적설량 : 0cm02/23 눈
,·최저기온 : -4.5℃·최고기온 : 4.5℃·일강수량 : 0.9mm·일적설량 : 0.3cm02/24 맑음
,·최저기온 : -6.8℃·최고기온 : 2.2℃·일강수량 : 0mm·일적설량 : 0cm02/25 맑음
,·최저기온 : -5.8℃·최고기온 : 5.7℃·일강수량 : 0mm·일적설량 : 0cm02/26 구름조금
,·최저기온 : -3.2℃·최고기온 : 7.5℃·일강수량 : 0mm·일적설량 : 0cm02/27 비
,·최저기온 : 0.5℃·최고기온 : 8.1℃·일강수량 : 0.2mm·일적설량 : 0cm02/28 눈
,·최저기온 : -2.6℃·최고기온 : 6.9℃·일강수량 : 4.1mm·일적설량 : 5cm02/29 맑음
,·최저기온 : -5.9℃·최고기온 : -1.1℃·일강수량 : 0mm·일적설량 : 0cm
,
,
03/01 맑음,·최저기온 : -7.5℃·최고기온 : 2.1℃·일강수량 : 0mm·일적설량 : 0cm03/02 구름많음
,·최저기온 : -2.2℃·최고기온 : 8.1℃·일강수량 : 0mm·일적설량 : 0cm03/03 구름많음
,·최저기온 : 4.4℃·최고기온 : 13.9℃·일강수량 : 0mm·일적설량 : 0cm03/04 비
,·최저기온 : 6.4℃·최고기온 : 20.3℃·일강수량 : 0.1mm·일적설량 : 0cm03/05 비
,·최저기온 : 9.1℃·최고기온 : 13.5℃·일강수량 : 40mm·일적설량 : 0cm03/06 비
,·최저기온 : 4.3℃·최고기온 : 12.9℃·일강수량 : 0.2mm·일적설량 : 0cm03/07 흐림
,·최저기온 : 4.8℃·최고기온 : 12.2℃·일강수량 : 0mm·일적설량 : 0cm03/08 흐림
,·최저기온 : -1.4℃·최고기온 : 7℃·일강수량 : 0mm·일적설량 : 0cm03/09 구름조금
,·최저기온 : -2.7℃·최고기온 : 5.3℃·일강수량 : 0mm·일적설량 : 0cm03/10 맑음
,·최저기온 : -4.3℃·최고기온 : 3.1℃·일강수량 : 0mm·일적설량 : 0cm03/11 맑음
,·최저기온 : -5.5℃·최고기온 : 4.6℃·일강수량 : 0mm·일적설량 : 0cm03/12 구름조금
,·최저기온 : -3.3℃·최고기온 : 6.4℃·일강수량 : 0mm·일적설량 : 0cm03/13 비
,·최저기온 : 1.9℃·최고기온 : 6.5℃·일강수량 : 0.1mm·일적설량 : 0cm03/14 구름조금
,·최저기온 : 1.3℃·최고기온 : 9.6℃·일강수량 : 0mm·일적설량 : 0cm03/15 구름조금
,·최저기온 : -1℃·최고기온 : 12.4℃·일강수량 : 0mm·일적설량 : 0cm03/16 맑음
,·최저기온 : 2.7℃·최고기온 : 13.8℃·일강수량 : 0mm·일적설량 : 0cm03/17 구름많음
,·최저기온 : 2℃·최고기온 : 14.7℃·일강수량 : 0mm·일적설량 : 0cm03/18 구름조금
,·최저기온 : 8.8℃·최고기온 : 20.1℃·일강수량 : 0mm·일적설량 : 0cm03/19 맑음
,·최저기온 : 6.6℃·최고기온 : 18.1℃·일강수량 : 0mm·일적설량 : 0cm03/20 맑음
,·최저기온 : 4.9℃·최고기온 : 17.5℃·일강수량 : 0mm·일적설량 : 0cm03/21 맑음
,·최저기온 : 5.5℃·최고기온 : 16.1℃·일강수량 : 0mm·일적설량 : 0cm03/22 구름조금
,·최저기온 : 3.5℃·최고기온 : 13.8℃·일강수량 : 0mm·일적설량 : 0cm03/23 구름조금
,·최저기온 : 3.8℃·최고기온 : 13.8℃·일강수량 : 0mm·일적설량 : 0cm03/24 맑음
,·최저기온 : 1.6℃·최고기온 : 12.7℃·일강수량 : 0mm·일적설량 : 0cm03/25 맑음
,·최저기온 : 2.1℃·최고기온 : 12.6℃·일강수량 : 0mm·일적설량 : 0cm03/26 맑음
,·최저기온 : 2.1℃·최고기온 : 12.6℃·일강수량 : 0mm·일적설량 : 0cm03/27 맑음
,·최저기온 : 2.2℃·최고기온 : 13.1℃·일강수량 : 0mm·일적설량 : 0cm03/28 맑음
,·최저기온 : 2.3℃·최고기온 : 17.4℃·일강수량 : 0mm·일적설량 : 0cm03/29 비
,·최저기온 : 7.6℃·최고기온 : 17.1℃·일강수량 : 0.1mm·일적설량 : 0cm03/30 맑음
,·최저기온 : 7℃·최고기온 : 18.3℃·일강수량 : 0mm·일적설량 : 0cm03/31 구름조금
,·최저기온 : 6℃·최고기온 : 21.4℃·일강수량 : 0mm·일적설량 : 0cm
,
,
04/01 구름조금,·최저기온 : 7.3℃·최고기온 : 23.8℃·일강수량 : 0mm·일적설량 : 0cm04/02 맑음
,·최저기온 : 9.6℃·최고기온 : 21.7℃·일강수량 : 0mm·일적설량 : 0cm04/03 비
,·최저기온 : 8.2℃·최고기온 : 12.7℃·일강수량 : 2mm·일적설량 : 0cm04/04 맑음
,·최저기온 : 5.1℃·최고기온 : 19.8℃·일강수량 : 0mm·일적설량 : 0cm04/05 맑음
,·최저기온 : 5.9℃·최고기온 : 18.1℃·일강수량 : 0mm·일적설량 : 0cm04/06 비
,·최저기온 : 6.6℃·최고기온 : 22.9℃·일강수량 : 3mm·일적설량 : 0cm04/07 비
,·최저기온 : 10.5℃·최고기온 : 20.6℃·일강수량 : 7.5mm·일적설량 : 0cm04/08 구름조금
,·최저기온 : 7.8℃·최고기온 : 18.7℃·일강수량 : 0mm·일적설량 : 0cm04/09 흐림
,·최저기온 : 7.4℃·최고기온 : 14.1℃·일강수량 : 0mm·일적설량 : 0cm04/10 구름조금
,·최저기온 : 9.3℃·최고기온 : 20.7℃·일강수량 : 0mm·일적설량 : 0cm04/11 맑음
,·최저기온 : 5.7℃·최고기온 : 19.4℃·일강수량 : 0mm·일적설량 : 0cm04/12 구름많음
,·최저기온 : 10.3℃·최고기온 : 19.4℃·일강수량 : 0mm·일적설량 : 0cm04/13 비
,·최저기온 : 11.4℃·최고기온 : 21.4℃·일강수량 : 1mm·일적설량 : 0cm04/14 맑음
,·최저기온 : 9.3℃·최고기온 : 18.6℃·일강수량 : 0mm·일적설량 : 0cm04/15 맑음
,·최저기온 : 8.1℃·최고기온 : 23.1℃·일강수량 : 0mm·일적설량 : 0cm04/16 비
,·최저기온 : 9.8℃·최고기온 : 20.7℃·일강수량 : 23.5mm·일적설량 : 0cm04/17 비
,·최저기온 : 8.3℃·최고기온 : 14.5℃·일강수량 : 20.5mm·일적설량 : 0cm04/18 비
,·최저기온 : 7.1℃·최고기온 : 18.6℃·일강수량 : 1.5mm·일적설량 : 0cm04/19 맑음
,·최저기온 : 6.5℃·최고기온 : 19.2℃·일강수량 : 0mm·일적설량 : 0cm04/20 비
,·최저기온 : 10.1℃·최고기온 : 20.9℃·일강수량 : 0.5mm·일적설량 : 0cm04/21 비
,·최저기온 : 10.3℃·최고기온 : 16.9℃·일강수량 : 17mm·일적설량 : 0cm04/22 흐림
,·최저기온 : 10.1℃·최고기온 : 18.6℃·일강수량 : 0mm·일적설량 : 0cm04/23 구름많음
,·최저기온 : 7.8℃·최고기온 : 19.8℃·일강수량 : 0mm·일적설량 : 0cm04/24 맑음
,·최저기온 : 8.1℃·최고기온 : 23.7℃·일강수량 : 0mm·일적설량 : 0cm04/25 맑음
,·최저기온 : 10.2℃·최고기온 : 25.3℃·일강수량 : 0mm·일적설량 : 0cm04/26 구름많음
,·최저기온 : 12.1℃·최고기온 : 29.6℃·일강수량 : 0mm·일적설량 : 0cm04/27 흐림
,·최저기온 : 14.5℃·최고기온 : 20.7℃·일강수량 : 0mm·일적설량 : 0cm04/28 구름많음
,·최저기온 : 12.4℃·최고기온 : 23℃·일강수량 : 0mm·일적설량 : 0cm04/29 비
,·최저기온 : 10.9℃·최고기온 : 22.6℃·일강수량 : 0.3mm·일적설량 : 0cm04/30 구름조금
,·최저기온 : 10.8℃·최고기온 : 20.4℃·일강수량 : 0mm·일적설량 : 0cm
,
,
05/01 구름많음,·최저기온 : 12.2℃·최고기온 : 26℃·일강수량 : 0mm·일적설량 : 0cm05/02 비
,·최저기온 : 16.5℃·최고기온 : 28.4℃·일강수량 : 16.5mm·일적설량 : 0cm05/03 비
,·최저기온 : 8.9℃·최고기온 : 17.6℃·일강수량 : 27mm·일적설량 : 0cm05/04 맑음
,·최저기온 : 10.2℃·최고기온 : 20.6℃·일강수량 : 0mm·일적설량 : 0cm05/05 비
,·최저기온 : 10.2℃·최고기온 : 26.9℃·일강수량 : 7.5mm·일적설량 : 0cm05/06 비
,·최저기온 : 13℃·최고기온 : 18.6℃·일강수량 : 9.5mm·일적설량 : 0cm05/07 맑음
,·최저기온 : 10.7℃·최고기온 : 22.6℃·일강수량 : 0mm·일적설량 : 0cm05/08 구름조금
,·최저기온 : 11.6℃·최고기온 : 26.8℃·일강수량 : 0mm·일적설량 : 0cm05/09 흐림
,·최저기온 : 16.3℃·최고기온 : 25.4℃·일강수량 : 0mm·일적설량 : 0cm05/10 비
,·최저기온 : 12.5℃·최고기온 : 18.1℃·일강수량 : 13.5mm·일적설량 : 0cm05/11 맑음
,·최저기온 : 10.4℃·최고기온 : 23.5℃·일강수량 : 0mm·일적설량 : 0cm05/12 구름조금
,·최저기온 : 12.1℃·최고기온 : 24℃·일강수량 : 0mm·일적설량 : 0cm05/13 비
,·최저기온 : 12.7℃·최고기온 : 25.4℃·일강수량 : 0.5mm·일적설량 : 0cm05/14 구름조금
,·최저기온 : 15.1℃·최고기온 : 26.9℃·일강수량 : 0mm·일적설량 : 0cm05/15 비
,·최저기온 : 12.3℃·최고기온 : 24.2℃·일강수량 : 45mm·일적설량 : 0cm05/16 비
,·최저기온 : 10.8℃·최고기온 : 21.9℃·일강수량 : 2.5mm·일적설량 : 0cm05/17 맑음
,·최저기온 : 10.9℃·최고기온 : 26.6℃·일강수량 : 0mm·일적설량 : 0cm05/18 맑음
,·최저기온 : 13.5℃·최고기온 : 29.5℃·일강수량 : 0mm·일적설량 : 0cm05/19 맑음
,·최저기온 : 16.3℃·최고기온 : 31.9℃·일강수량 : 0mm·일적설량 : 0cm05/20 맑음
,·최저기온 : 16.8℃·최고기온 : 31.6℃·일강수량 : 0mm·일적설량 : 0cm05/21 구름조금
,·최저기온 : 17.8℃·최고기온 : 30.4℃·일강수량 : 0mm·일적설량 : 0cm05/22 구름조금
,·최저기온 : 17.6℃·최고기온 : 31.7℃·일강수량 : 0mm·일적설량 : 0cm05/23 구름많음
,·최저기온 : 18.3℃·최고기온 : 29.4℃·일강수량 : 0mm·일적설량 : 0cm05/24 비
,·최저기온 : 15.4℃·최고기온 : 21.8℃·일강수량 : 38.5mm·일적설량 : 0cm05/25 구름많음
,·최저기온 : 15.3℃·최고기온 : 24.4℃·일강수량 : 0mm·일적설량 : 0cm05/26 흐림
,·최저기온 : 17.5℃·최고기온 : 22.9℃·일강수량 : 0mm·일적설량 : 0cm05/27 구름많음
,·최저기온 : 14.8℃·최고기온 : 27.1℃·일강수량 : 0mm·일적설량 : 0cm05/28 구름조금
,·최저기온 : 17.2℃·최고기온 : 28℃·일강수량 : 0mm·일적설량 : 0cm05/29 구름조금
,·최저기온 : 17.2℃·최고기온 : 27.6℃·일강수량 : 0mm·일적설량 : 0cm05/30 맑음
,·최저기온 : 16.9℃·최고기온 : 28.9℃·일강수량 : 0mm·일적설량 : 0cm05/31 구름조금
,·최저기온 : 17.4℃·최고기온 : 27.6℃·일강수량 : 0mm·일적설량 : 0cm
,
,
06/01 맑음,·최저기온 : 17.1℃·최고기온 : 29.9℃·일강수량 : 0mm·일적설량 : 0cm06/02 맑음
,·최저기온 : 17.2℃·최고기온 : 29.1℃·일강수량 : 0mm·일적설량 : 0cm06/03 구름조금
,·최저기온 : 17.6℃·최고기온 : 27.7℃·일강수량 : 0mm·일적설량 : 0cm06/04 구름많음
,·최저기온 : 18.2℃·최고기온 : 26.3℃·일강수량 : 0mm·일적설량 : 0cm06/05 구름조금
,·최저기온 : 17.3℃·최고기온 : 32.2℃·일강수량 : 0mm·일적설량 : 0cm06/06 구름많음
,·최저기온 : 20.8℃·최고기온 : 28.4℃·일강수량 : 0mm·일적설량 : 0cm06/07 비
,·최저기온 : 19.6℃·최고기온 : 25.9℃·일강수량 : 0.1mm·일적설량 : 0cm06/08 구름조금
,·최저기온 : 18.2℃·최고기온 : 27.7℃·일강수량 : 0mm·일적설량 : 0cm06/09 맑음
,·최저기온 : 17.8℃·최고기온 : 31.3℃·일강수량 : 0mm·일적설량 : 0cm06/10 맑음
,·최저기온 : 20.2℃·최고기온 : 31.3℃·일강수량 : 0mm·일적설량 : 0cm06/11 비
,·최저기온 : 20.9℃·최고기온 : 26.5℃·일강수량 : 3mm·일적설량 : 0cm06/12 비
,·최저기온 : 19.9℃·최고기온 : 26.7℃·일강수량 : 1.5mm·일적설량 : 0cm06/13 구름조금
,·최저기온 : 19.4℃·최고기온 : 29.6℃·일강수량 : 0mm·일적설량 : 0cm06/14 구름많음
,·최저기온 : 19.7℃·최고기온 : 29.5℃·일강수량 : 0mm·일적설량 : 0cm06/15 비
,·최저기온 : 17.4℃·최고기온 : 24.5℃·일강수량 : 15.5mm·일적설량 : 0cm06/16 구름많음
,·최저기온 : 18.6℃·최고기온 : 24.9℃·일강수량 : 0mm·일적설량 : 0cm06/17 맑음
,·최저기온 : 18.6℃·최고기온 : 29.1℃·일강수량 : 0mm·일적설량 : 0cm06/18 맑음
,·최저기온 : 20.1℃·최고기온 : 29.9℃·일강수량 : 0mm·일적설량 : 0cm06/19 구름조금
,·최저기온 : 20.3℃·최고기온 : 29.3℃·일강수량 : 0mm·일적설량 : 0cm06/20 구름많음
,·최저기온 : 19.6℃·최고기온 : 30.7℃·일강수량 : 0mm·일적설량 : 0cm06/21 구름많음
,·최저기온 : 21℃·최고기온 : 31.3℃·일강수량 : 0mm·일적설량 : 0cm06/22 비
,·최저기온 : 20.9℃·최고기온 : 30.2℃·일강수량 : 30.5mm·일적설량 : 0cm06/23 비
,·최저기온 : 19.6℃·최고기온 : 29.4℃·일강수량 : 0.1mm·일적설량 : 0cm06/24 비
,·최저기온 : 21.1℃·최고기온 : 25.7℃·일강수량 : 3.5mm·일적설량 : 0cm06/25 구름조금
,·최저기온 : 19.2℃·최고기온 : 26.7℃·일강수량 : 0mm·일적설량 : 0cm06/26 맑음
,·최저기온 : 19.4℃·최고기온 : 30.3℃·일강수량 : 0mm·일적설량 : 0cm06/27 구름많음
,·최저기온 : 19.9℃·최고기온 : 29.5℃·일강수량 : 0mm·일적설량 : 0cm06/28 구름조금
,·최저기온 : 20.4℃·최고기온 : 29.7℃·일강수량 : 0mm·일적설량 : 0cm06/29 구름많음
,·최저기온 : 20.9℃·최고기온 : 30.2℃·일강수량 : 0mm·일적설량 : 0cm06/30 비
,·최저기온 : 23℃·최고기온 : 26.9℃·일강수량 : 0.2mm·일적설량 : 0cm
,
,
07/01 비,·최저기온 : 22℃·최고기온 : 26.6℃·일강수량 : 108.5mm·일적설량 : 0cm07/02 비
,·최저기온 : 20.6℃·최고기온 : 27.7℃·일강수량 : 4mm·일적설량 : 0cm07/03 구름많음
,·최저기온 : 21.1℃·최고기온 : 26.8℃·일강수량 : 0mm·일적설량 : 0cm07/04 비
,·최저기온 : 20.2℃·최고기온 : 24.1℃·일강수량 : 29.5mm·일적설량 : 0cm07/05 비
,·최저기온 : 20.2℃·최고기온 : 24.8℃·일강수량 : 100.5mm·일적설량 : 0cm07/06 구름많음
,·최저기온 : 20.3℃·최고기온 : 26.9℃·일강수량 : 0mm·일적설량 : 0cm07/07 구름많음
,·최저기온 : 20.1℃·최고기온 : 28.5℃·일강수량 : 0mm·일적설량 : 0cm07/08 맑음
,·최저기온 : 21.2℃·최고기온 : 32.4℃·일강수량 : 0mm·일적설량 : 0cm07/09 구름조금
,·최저기온 : 23.2℃·최고기온 : 32.7℃·일강수량 : 0mm·일적설량 : 0cm07/10 구름많음
,·최저기온 : 23.2℃·최고기온 : 33.1℃·일강수량 : 0mm·일적설량 : 0cm07/11 흐림
,·최저기온 : 24.8℃·최고기온 : 33.4℃·일강수량 : 0mm·일적설량 : 0cm07/12 비
,·최저기온 : 22.1℃·최고기온 : 30.9℃·일강수량 : 3mm·일적설량 : 0cm07/13 흐림
,·최저기온 : 23.2℃·최고기온 : 29.5℃·일강수량 : 0mm·일적설량 : 0cm07/14 비
,·최저기온 : 24℃·최고기온 : 32.4℃·일강수량 : 0.1mm·일적설량 : 0cm07/15 비
,·최저기온 : 23.7℃·최고기온 : 29.2℃·일강수량 : 1.5mm·일적설량 : 0cm07/16 비
,·최저기온 : 19.8℃·최고기온 : 23.8℃·일강수량 : 46.5mm·일적설량 : 0cm07/17 비
,·최저기온 : 20.4℃·최고기온 : 23.1℃·일강수량 : 2.5mm·일적설량 : 0cm07/18 비
,·최저기온 : 20.7℃·최고기온 : 28.4℃·일강수량 : 0.2mm·일적설량 : 0cm07/19 구름조금
,·최저기온 : 20.9℃·최고기온 : 32.4℃·일강수량 : 0mm·일적설량 : 0cm07/20 구름조금
,·최저기온 : 24℃·최고기온 : 32.9℃·일강수량 : 0mm·일적설량 : 0cm07/21 구름많음
,·최저기온 : 24.9℃·최고기온 : 32.2℃·일강수량 : 0mm·일적설량 : 0cm07/22 구름많음
,·최저기온 : 25.3℃·최고기온 : 34.1℃·일강수량 : 0mm·일적설량 : 0cm07/23 비
,·최저기온 : 27.2℃·최고기온 : 31.6℃·일강수량 : 0.5mm·일적설량 : 0cm07/24 비
,·최저기온 : 27℃·최고기온 : 30.1℃·일강수량 : 0.5mm·일적설량 : 0cm07/25 구름많음
,·최저기온 : 26.4℃·최고기온 : 31.4℃·일강수량 : 0mm·일적설량 : 0cm07/26 구름많음
,·최저기온 : 25.6℃·최고기온 : 31.9℃·일강수량 : 0mm·일적설량 : 0cm07/27 비
,·최저기온 : 26.7℃·최고기온 : 28.9℃·일강수량 : 0.5mm·일적설량 : 0cm07/28 비
,·최저기온 : 26.7℃·최고기온 : 30.5℃·일강수량 : 0.2mm·일적설량 : 0cm07/29 비
,·최저기온 : 23.4℃·최고기온 : 28.4℃·일강수량 : 59.5mm·일적설량 : 0cm07/30 비
,·최저기온 : 26.4℃·최고기온 : 33℃·일강수량 : 0.5mm·일적설량 : 0cm07/31 비
,·최저기온 : 26.6℃·최고기온 : 32.8℃·일강수량 : 0.2mm·일적설량 : 0cm
,
,
08/01 구름많음,·최저기온 : 25.8℃·최고기온 : 32.4℃·일강수량 : 0mm·일적설량 : 0cm08/02 비
,·최저기온 : 25℃·최고기온 : 31.1℃·일강수량 : 2mm·일적설량 : 0cm08/03 구름조금
,·최저기온 : 24℃·최고기온 : 34.2℃·일강수량 : 0mm·일적설량 : 0cm08/04 맑음
,·최저기온 : 26℃·최고기온 : 35.7℃·일강수량 : 0mm·일적설량 : 0cm08/05 맑음
,·최저기온 : 26.5℃·최고기온 : 36℃·일강수량 : 0mm·일적설량 : 0cm08/06 맑음
,·최저기온 : 26.6℃·최고기온 : 34℃·일강수량 : 0mm·일적설량 : 0cm08/07 맑음
,·최저기온 : 27℃·최고기온 : 35℃·일강수량 : 0mm·일적설량 : 0cm08/08 맑음
,·최저기온 : 26.4℃·최고기온 : 35.5℃·일강수량 : 0mm·일적설량 : 0cm08/09 비
,·최저기온 : 26.4℃·최고기온 : 33.6℃·일강수량 : 1mm·일적설량 : 0cm08/10 구름조금
,·최저기온 : 26.1℃·최고기온 : 34.8℃·일강수량 : 0mm·일적설량 : 0cm08/11 맑음
,·최저기온 : 26.1℃·최고기온 : 36.4℃·일강수량 : 0mm·일적설량 : 0cm08/12 맑음
,·최저기온 : 26.4℃·최고기온 : 35.9℃·일강수량 : 0mm·일적설량 : 0cm08/13 구름조금
,·최저기온 : 26.8℃·최고기온 : 35.1℃·일강수량 : 0mm·일적설량 : 0cm08/14 비
,·최저기온 : 27.3℃·최고기온 : 31.8℃·일강수량 : 0.2mm·일적설량 : 0cm08/15 구름많음
,·최저기온 : 25.8℃·최고기온 : 34℃·일강수량 : 0mm·일적설량 : 0cm08/16 비
,·최저기온 : 26.2℃·최고기온 : 34.9℃·일강수량 : 0.5mm·일적설량 : 0cm08/17 구름조금
,·최저기온 : 25.1℃·최고기온 : 34.7℃·일강수량 : 0mm·일적설량 : 0cm08/18 구름많음
,·최저기온 : 26.2℃·최고기온 : 34.3℃·일강수량 : 0mm·일적설량 : 0cm08/19 비
,·최저기온 : 26.6℃·최고기온 : 33.2℃·일강수량 : 11.5mm·일적설량 : 0cm08/20 구름많음
,·최저기온 : 26.5℃·최고기온 : 34.9℃·일강수량 : 0mm·일적설량 : 0cm08/21 구름조금
,·최저기온 : 26.9℃·최고기온 : 36.6℃·일강수량 : 0mm·일적설량 : 0cm08/22 비
,·최저기온 : 25.8℃·최고기온 : 36.3℃·일강수량 : 0.4mm·일적설량 : 0cm08/23 비
,·최저기온 : 26℃·최고기온 : 33℃·일강수량 : 8mm·일적설량 : 0cm08/24 구름조금
,·최저기온 : 26.4℃·최고기온 : 32.9℃·일강수량 : 0mm·일적설량 : 0cm08/25 비
,·최저기온 : 24℃·최고기온 : 32.2℃·일강수량 : 4.5mm·일적설량 : 0cm08/26 비
,·최저기온 : 19.5℃·최고기온 : 28.2℃·일강수량 : 20mm·일적설량 : 0cm08/27 구름조금
,·최저기온 : 16.9℃·최고기온 : 29.7℃·일강수량 : 0mm·일적설량 : 0cm08/28 비
,·최저기온 : 18.3℃·최고기온 : 24.5℃·일강수량 : 1.5mm·일적설량 : 0cm08/29 구름조금
,·최저기온 : 17.4℃·최고기온 : 27.1℃·일강수량 : 0mm·일적설량 : 0cm08/30 구름많음
,·최저기온 : 17.9℃·최고기온 : 24.5℃·일강수량 : 0mm·일적설량 : 0cm08/31 비
,·최저기온 : 16.1℃·최고기온 : 19.2℃·일강수량 : 17.5mm·일적설량 : 0cm
,
,
09/01 구름조금,·최저기온 : 15.8℃·최고기온 : 28.6℃·일강수량 : 0mm·일적설량 : 0cm09/02 비
